Paper Title,Header Number,Header Title,Text
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,1.0,Introduction,"The periodic acquisition and analysis of volumetric CT and MRI scans of oncology patients is essential for the evaluation of the disease status, the selection of the treatment, and the response to treatment. Currently, scans are acquired every 2-12 months according to the patient's characteristics, disease stage, and treatment regime. The scan interpretation consists of identifying lesions (primary tumors, metastases) in the affected organs and characterizing their changes over time. Lesion changes include changes in the size of existing lesions, the appearance of new lesions, the disappearance of existing lesions, and complex lesion changes, e.g., the formation of conglomerate lesions. As treatments improve and patients live longer, the number of scans in longitudinal studies increases and their interpretation is more challenging and time-consuming.Radiological follow-up requires the quantitative analysis of lesions and patterns of lesion changes in subsequent scans. It differs from diagnostic reading since the goal is to find and quantify the differences between the scans, rather than to find abnormalities in a single scan. In current practice, quantification of lesion changes is partial and approximate. The RECIST 1.1 guidelines call for finding new lesions (if any), identifying up to the five largest lesions in each scan in the CT slice where they appear largest, manually measuring their diameters, and comparing their difference [1]. While volumetric measures of individual lesions and of all lesions (tumor burden) have long been established as more accurate and reliable than partial linear measurements, they are not used clinically because they require manual lesion delineation and lesion matching in unregistered scans, which is usually time-consuming and subject to variability [2].In a previous paper, we presented an automatic pipeline for the detection and quantification of lesion changes in pairs of CT liver scans [3]. This paper describes a graph-based lesion tracking method for the comprehensive analysis of lesion changes and their patterns at the lesion level. The tasks are formalized as graph-theoretic problems (Fig. 1). Complex lesion changes include merged lesions, which occurs when at least two lesions grow and merge into one (possible disease progression), split lesions, which occurs when a lesion shrinks and cleaves into several parts (possible response to treatment) and conglomeration of lesions, which occurs when clusters of lesions coalesce. While some of these lesion changes have been observed [4], they have been poorly studied. Comprehensive quantitative analysis of lesion changes and patterns is of clinical importance, since response to treatment may vary among lesions, so the analysis of a few lesions may not be representative.The novelties of this paper are: 1) identification and formalization of longitudinal lesion matching and patterns of lesion changes in CT in a graph-theoretic framework; 2) new classification and detection of changes of individual lesions and lesion patterns based on the properties of the lesion changes graph and its connected components; 3) a simultaneous lesion matching method with more than two scans; 4) graph-based methods for the detection of changes in individual lesions and patterns of lesion changes. Experimental results on lung (83 CTs, 19 patients) and liver (77 CECTs, 18 patients) datasets show that our method yields high classification accuracy.To the best of our knowledge, ours is the first method to perform longitudinal lesion matching and lesion changes pattern detection. Only a few papers address lesion matching in pairs of CT/MRI scans [5][6][7][8][9][10][11][12][13] -none performs simultaneous matching of all lesions in more than two scans. Also, very few methods [3,14] handle matching of split/merged lesions. Although many methods exist for object tracking in optical images and videos [15][16][17], they are unsuited for analyzing lesion changes since they assume many consecutive 2D images where objects have very similar appearance and undergo small changes between images. Overlap-based methods pair two lesions in registered scans when their segmentations overlap, with a reported accuracy of 66-98% [3,[5][6][7][8][9][10][11]18]. These methods assume that organs and lesions undergo minor changes, are very sensitive to registration errors, and cannot handle complex lesion changes. Similarity-based methods pair two lesions with similar features, e.g., intensity, shape, location [13][14][15][16] with an 84-96% accuracy on the DeepLesion dataset [14]. They are susceptible to major changes in the lesion appearance and do not handle complex lesion changes. Split-andmerge matching methods are used for cell tracking in fluorescence microscopy [19]. They are limited to 2D images, assume registration between images, and do not handle conglomerate changes. "
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,2.0,Method,"We present a new generic model-based method for the automatic detection and classification of changes in individual lesions and patterns of lesion changes in consecutive CT scans. The tasks are formalized in a graph-theoretic framework in which nodes represent lesions, edges represent lesion matchings, and paths and connected components represent patterns of lesion changes. Lesion matchings are computed with an overlap-based lesion pairing method after establishing a common reference frame by deformable registration of the scans and organ segmentations. Changes in individual lesions and patterns of lesion changes are computed from the graph's properties and its connected components. We define seven individual lesion change classes and five lesion change patterns that fully describe the evolution of lesions over time.The method inputs the scans and the organ and lesion segmentations in each scan. Its outputs are the lesion matchings, the labels of the changes in individual lesions, and the patterns of the lesion changes. The method is a pipeline of four steps: 1) pairwise deformable registration of each prior scan, organ and lesion segmentations, with the most recent (current) scan as in [3]; 2) overlap-based lesion matching; 3) construction of the lesion change graph from the individual lesion segmentations and lesion matches; 4) detection of changes in individual lesions and patterns of lesion changes from the graph properties and from analysis of its connected components."
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,2.1,Problem Formalization,"Let S = S 1 , . . . , S N be a series of N ≥ 2 consecutive patient scans acquired at timesis a set of vertices v i j corresponding to the lesions associated with the lesion segmentation masks L i = l i 1 , l i 2 , . . . , l i n i , where n i ≥ 0 is the number of lesions in scan S i at time t i . By definition, any two lesionsj,l indicates that the lesions corresponding to vertices v i j , v k l are the same lesion, i.e., that the lesion appears in scans S i , S k in the same location. Edges of consecutive scans S i , S i+1 are called consecutive edges; edges of non-consecutive scans, S i , S k , i < k -1, are called non-consecutive edges. The in-and out-degree of a vertex v i j , d in (v i j ) and d out (v i j ), are the number of incoming and outcoming edges, respectively.Let CC = {cc m } M m=1 be the set of connected components of the undirected graph version of G, where M is the number of connected components andBy definition, for each 1 ≤ m ≤ M , the sets V m , E m are mutually disjoint and their unions are V , E, respectively. In a connected component cc m , there is an undirected path between any two vertices v i j , v k l consisting of a sequence of undirected edges in E m . . In this setup, connected components correspond to matched lesions and their pattern of evolution over time (Fig. 1d).We define seven mutually exclusive individual lesion change labels for lesion v i j in scan S i based on the vertex in-and out-degrees (Fig. 2). In the following definitions we refer to the indices: 1 ≤ k < i < l ≤ N ; 1) Lone: a lesion present in scan S i and absent in all previous scans S k and subsequent scans S l ; 2) New: a lesion present in scan S i and absent in all previous scans S k ; 3) Disappeared: a lesion present in scan S i and absent in all subsequent scans S l ; 4) Unique: a lesion present in scan S i and present as a single lesion in a previous scan S k and/or in a subsequent scan S l ; 5) Merged: a lesion present in scan S i and present as two or more lesions in a previous scan S k ; 6) Split: a lesion present in scan S i and present as two or more lesions in a subsequent scan S l ; 7) Complex: a lesion present as two or more lesions in at least one previous scan S k and at least one subsequent scan S l . We also define as Existing a lesion present in scan S i and present in at least one previous scan S k and one subsequent scan S l , (d in (v i j ) ≥ 1, d out (v i j ) ≥ 1). For the first and current scans S 1 and S N , we set d in (v 1 j ) = 1, d out (v N j ) = 1, i.e., the lesion existed before the first scan or remains after the last scan. Thus, lesions in the first (last) scan can only be Unique, Disappeared or Split (Unique, New or Merged). Finally, when lesion v i j is Merged and d out (v i j ) = 0, i < N , it is also labeled Disappeared; when it is Split and d in (v i j ) = 0, i > 1, it is also labeled New. We define five patterns of lesion changes based on the properties of the connected components cc m of G and on the labels of lesion changes: 1) Single_P: a connected component cc m = v i j consisting of a single lesion labeled as Lone, New, Disappeared; 2) Linear_P: a connected component consisting of a single earliest vertex v  The changes in individual lesions and the detection and classification of patterns of lesion changes consist of constructing a graph whose vertices are the corresponding lesion in the scans, computing the graph consecutive and non-consecutive edges that correspond to lesion matchings, computing the connected components of the resulting graph, and assigning an individual lesion change label to each vertex and a lesion change pattern label to each connected component according to the categories above."
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,2.3,Classification of Changes in Lesions and in Patterns of Lesion Changes,"The changes in individual lesions are directly computed for each lesion from the resulting graph with the in-and out-degree of each vertex (Fig. 2a). The connected components CC = {cc m } of G are computed by graph Depth First Search (DFS). The patterns of lesion changes (Fig. 2b) are computed with path and tree graph algorithms.The changes in individual lesions, patterns of lesion changes, and lesion changes graph serve as the basis for individual lesion tracking, which consists of following the path from the lesion in the most recent scan backwards to its origins in earlier scans and recording the merged, split and complex lesion changes labels. Summarizing longitudinal studies and queries can also be performed with graph-based algorithms."
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,3.0,Experimental Results,"We evaluated our method with two studies on retrospectively collected patient datasets that were manually annotated by an expert radiologist.Dataset: Lung and liver CT studies were retrospectively obtained from two medical centers (Hadassah Univ Hosp Jerusalem Israel) during the routine clinical examination of patients with metastatic disease. Each patient study consists of at least 3 scans.DLUNG consists of 83 chest CT scans from 19 patients with a mean 4.4 ± 2.0 scans/patient, a mean time interval between consecutive scans of 125.9 ± 81.3 days, and voxel sizes of 0.6-1.0 × 0.6-1.0 × 1.0-3.0 mm 3 . DLIVER consists of 77 abdominal CECT scans from 18 patients with a mean 4.3 ± 2.0 scans/patient, a mean time interval between consecutive scans of 109.7 ± 93.5 days, and voxel sizes of 0.6-1.0 × 0.6-1.0 × 0.8-5.0 mm 3 .Lesions in both datasets were annotated by an expert radiologist, yielding a total of 1,178 lung and 800 liver lesions, with a mean of 14.2 ± 19.1 and 10.4 ± 7.9 lesions/scan (lesions with <20 voxels were excluded). Ground-truth lesion matching graphs and lesion changes labeling were produced by running the method on the datasets and then having the radiologist review and correct the resulting node labels and edges.Study 1: Lesion changes labeling, lesion matching, evaluation of patterns of lesion changes. We ran our method on the DLUNGS and DLIVER lesion segmentations. The settings of the parameters were: dilation distance d = 1 mm, overlap percentage p = 10%, number of iterations r = 5 and 7, and centroid maximum distance δ = 17 and 23 mm for the lungs and liver lesions, respectively.We compared the computed and ground-truth lesion changes graphs with two metrics: 1) lesion changes classification accuracy, which is the % of correct computed labels from the ground truth labels; 2) lesion matching precision and recall based on the presence/absence of computed vs. ground truth edges. The precision and recall definitions were adapted so that wrong or missed non-consecutive edges are counted as True Positive when there is a path between their vertices in either the ground-truth or the computed graph. Table 1 summarizes the results. The distribution of lesion changes labels for DLUNGS (1,178 lesions) is Unique 785 (67%), New 215 (18%), Lone 109 (9%), Disappeared 51 (4%), Merged 12 (1%), Split 6 (1%), Complex 0 (0%) with class accuracy ≥ 96% for all except Split (66%). For DLIVER (800 lesions) it is Unique 450 (56%), New 185 (23%), Lone 45 (6%), Disappeared 77 (10%), Merged 27 (3%), Split 18 (2%), Complex 1 (0.05%) with class accuracy ≥ 81% for all except Disappeared (71%) and Split (67%).For the patterns of lesion changes, we compared the computed and ground truth patterns of lesion changes. The accuracy is the % of identical connected components in each category. Table 1 summarizes the results. Note that the Split_P, Merged_P and Complex_P patterns jointly account for 3% and 8% of the cases. These patterns are hard to detect manually but their correct classification and tracking are crucial for the proper application of the RECIST 1.1 follow-up protocol [1]. Study 2: Detection of missed lesions in the ground truth. The expert radiologist was asked to examine non-consecutive edges and lesions labeled as Lone in the lesion changes graph and determine if lesions were unseen or undetected (actual or presumed false negative) in the skipped or contiguous scans (Fig. 1d). For each non-consecutive edge connecting lesions v i j , v k l , he analyzed the corresponding region in the skipped scans S j at t j ∈ ]t i , t k [ for possible missed lesions. For the DLUNGS dataset, 25 visible and 5 faintly visible or surmised to be present unmarked lesions were found for 27 nonconsecutive edges. For the DLIVER dataset, 20 visible and 21 faintly visible or surmised to be present unmarked lesions were found for 25 non-consecutive edges.After reviewing the 42 and 37 lesions labeled as Lone in DLUNGS and DLIVER with > 5mm diameter, the radiologist determined that 1 and 8 of them had been wrongly identified as a cancerous lesion. Moreover, he found that 14 and 16 lesions initially labeled as Lone, had been wrongly classified: for these lesions he found 15 and 21 previously unmarked matching lesions in the next or previous scans. In total, 45 and 62 missing lesions were added to the ground truth DLUNGS and DLIVER datasets, respectively. These hard-to-find ground-truth False Negatives (3.7%, 7.2% of all lesions) may change the radiological interpretation and the disease status. See the Supplemental Material for examples of these scenarios."
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,4.0,Conclusion,"The use of graph-based methods for lesion tracking and detection of patterns of lesion changes was shown to achieve high accuracy in classifying changes in individual lesion and identifying patterns of lesion changes in liver and lung longitudinal CT studies of patients with metastatic disease. This approach has proven to be useful in detecting missed, faint, and surmised to be present lesions, otherwise hardly detectable by examining the scans separately or in pairs, leveraging the added information provided by evaluating all patient's scans simultaneously using the labels from the lesion changes graph and non-consecutive edges."
Graph-Theoretic Automatic Lesion Tracking and Detection of Patterns of Lesion Changes in Longitudinal CT Studies,2.2,Lesion Matching Computation,"Lesion matchings are determined by the location and relative proximity of the lesions in two or more registered scans. The lesion matching rule is lesion voxel overlap: when the lesion segmentation voxels l i j , l k l of vertices v i j , v k l overlap, 1 ≤ i < k ≤ N , they are matched and the edge e i,k j,l = v i j , v k l is added to E. Lesion matchings are computed first on consecutive pairs and then on non-consecutive pairs of scans.Consecutive lesion matching on scans (S i , S i+1 ) is performed with an iterative greedy strategy whose aim is to compensate for registration errors: 1) the lesion segmentations in L i and L i+1 are isotropically dilated in 3D by d millimeters; 2) for all pairs of lesions v i j , v i+1 l , compute the intersection % of their corresponding lesion a segmentationsl is added to E c ; ; 4) remove the lesion segmentations l i j , l i+1 l from L i , L i+1 , respectively. Steps 1-4 are repeated r times. This yields the consecutive edges graph). The values of d , r are pre-defined empirically. Lesion matching on non-consecutive scans searches for lesion matchings that were not found previously due to missing lesions (unseen or undetected). It is performed by examining the pairs of connected components of G C and finding possible edges (lesion pairings) between them. Formally, let CC = {cc m } M m=1 be the set of undirected connected components of G C . Let τ m = t first m , t last m be the time interval between the first and last scans of cc m , and let centroid (cc m ) be the center of mass of all lesions in cc m at all times. Let G CC = (V cc , E cc ) be the graph of connected components of G C such that each vertex cc m of V cc corresponds to a connected component cc m and edges e CC i,j = cc i , cc j of E CC satisfy three conditions: 1) the time interval of cc i is disjoint and precedes by at least one time point that of cc j , i.e., t first i > t last i + 1; 2) the connected components are not too far from each other, i.e., the distance between the connected components centroids is smaller than a fixed distance δ, centroid (cc i )centroid cc j ≤ δ; 3) there is at least one pairwise matching between a lesion in t last i and a lesion in t first j computed with the consecutive lesion matching method described above. When the consecutive lesion matching between the lesions in t last i in cc i and the lesions in t first j in cc j yields a nonempty set of edges, these edges are added as non-consecutive edges to E c . . Iterating over all non-ordered pairs (cc i , cc j ) yields the set of consecutive and non-consecutive edges of E.We illustrate this process with the graph of Fig. 1. First, the consecutive edges (straight lines) of the graph are computed by consecutive lesion matching. This yields a graph with four connected components: "
Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,1.0,Introduction,"Neuropsychiatric systemic lupus erythematosus (NPSLE) refers to a complex autoimmune disease that damages the brain nervous system of patients. The clinical symptoms of NPSLE include cognitive disorder, epilepsy, mental illness, etc., and patients with NPSLE have a nine-fold increased mortality compared to the general population [11]. Since the pathogenesis and mature treatment of NPSLE have not yet been found, it is extremely important to detect NPSLE at its early stage and put better clinical interventions and treatments to prevent its progression. However, the high overlap of clinical symptoms with other psychiatric disorders and the absence of early non-invasive biomarkers make accurate diagnosis difficult and time-consuming [3].Although conventional magnetic resonance imaging (MRI) tools are widely used to detect brain injuries and neuronal lesions, around 50% of patients with NPSLE present no brain abnormalities in structural MRI [17]. In fact, metabolic changes in many brain diseases precede pathomorphological changes, which indicates proton magnetic resonance spectroscopy ( 1 H-MRS) to be a more effective way to reflect the early appearance of NPSLE. 1 H-MRS is a non-invasive neuroimaging technology that can quantitatively analyze the concentration of metabolites and detect abnormal metabolism of the nervous system to reveal brain lesions. However, the complex noise caused by overlapping metabolite peaks, incomplete information on background components, and low signal-tonoise ratio (SNR) disturb the analysis results of this spectroscopic method [15]. Meanwhile, the individual differences in metabolism and the interaction between metabolites under low sample size make it difficult for traditional learning methods to distinguish NPSLE. Figure 1 shows spectra images of four participants including healthy controls (HC) and patients with NPSLE. It can be seen that the visual differences between patients with NPSLE and HCs in the spectra of the volumes are subtle. Therefore, it is crucial to develop effective learning algorithms to discover metabolic biomarkers and accurately diagnose NPSLE. The machine learning application for biomarker analysis and early diagnosis of NPSLE is at a nascent stage [4]. Most studies focus on the analysis of MR images using statistical or machine learning algorithms, such as Mann-Whitney U test [8], support vector machine (SVM) [7,24], ensemble model [16,22], etc. Generally, Machine learning algorithms based on the minimum mean square error (MMSE) criterion heavily rely on the assumption that noise is of Gaussian distribution. However, measurement-induced non-Gaussian noise in 1 H-MRS data undoubtedly limits the performance of MMSE-based machine learning methods.On the other hand, for the discovery task of potential biomarkers, sparse codingbased methods (e.g., 2,1 norm, 2,0 norm, etc.) force row elements to zero that remove some valuable features [12,21]. More importantly, different brain regions have different functions and metabolite concentrations, which implies that the metabolic features for each brain region have different sparsity levels. Therefore, applying the same sparsity constraint to the metabolic features of all brain regions may not contribute to the improvement of the diagnostic performance of NPSLE.In light of this, we propose a robust exclusive adaptive sparse feature selection (REASFS) algorithm to jointly address the aforementioned problems in biomarker discovery and early diagnosis of NPSLE. Specifically, we first extend our feature learning through generalized correntropic loss to handle data with complex non-Gaussian noise and outliers. We also present the mathematical analysis of the adaptive weighting mechanism of generalized correntropy. Then, we propose a novel regularization called generalized correntropy-induced exclusive 2,1 to adaptively accommodate various sparsity levels and preserve informative features. The experimental results on a benchmark NPSLE dataset demonstrate the proposed method outperforms comparing methods in terms of early noninvasive biomarker discovery and early diagnosis."
Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,2.0,Method,"Dataset and Preprocessing: The T2-weighted MR images of 39 participants including 23 patients with NPSLE and 16 HCs were gathered from our affiliated hospital. All images were acquired at an average age of 30.6 years on a SIGNA 3.0T scanner with an eight-channel standard head coil. Then, the MR images were transformed into spectroscopy by multi-voxel 1 H-MRS based on a point-resolved spectral sequence (PRESS) with a two-dimensional multi-voxel technique. The collected spectroscopy data were preprocessed by a SAGE software package to correct the phase and frequency. An LCModel software was used to fit the spectra, correct the baseline, relaxation, and partial-volume effects, and quantify the concentration of metabolites. Finally, we used the absolute NAA concentration in single-voxel MRS as the standard to gain the absolute concentration of metabolites, and the NAA concentration of the corresponding voxel of multi-voxel 1 H-MRS was collected consistently. The spectra would be accepted if the SNR is greater than or equal to 10 and the metabolite concentration with standard deviations (SD) is less than or equal to 20%. The absolute metabolic concentrations, the corresponding ratio, and the linear combination of the spectra were extracted from different brain regions: RPCG, LPCG, RDT, LDT, RLN, LLN, RI, RPWM, and LPWM. A total of 117 metabolic features were extracted, and each brain region contained 13 metabolic features: Cr, phosphocreatine (PCr), Cr+PCr, NAA, NAAG, NAA+NAAG, NAA+NAAG/Cr+PCr, mI, mI/Cr+PCr, Cho+phosphocholine (PCh), Cho+PCh/Cr+PCr, Glu+Gln, and Glu+Gln/Cr+PCr."
Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus,2.1,Sparse Coding Framework,"Given a data matrix X = [x 1 ; • • • ; x n ] ∈ R n×d with n sample, the i-th row is represented by x i , and the corresponding label matrix is denoted aswhere y i is one-hot vector. The Frobenius norm ofFor sparse codingbased methods, the general problem can be formulated aswhere L(W), R(W), and λ are the loss function, the regularization term, and the hyperparameter, respectively. For least absolute shrinkage and selection operator (LASSO) [20],For multi-task feature learning [6], 2,1 norm is the most widely used regularization to select classshared features via row sparsity, which is defined as. Due to the row sparsity of 2,1 norm, the features selected for all different classes are enforced to be exactly the same. Thus, the inflexibility of 2,1 norm may lead to the deletion of meaningful features."
